% Of Applicant Portfolio,申請者ポートフォリオの割合(%),
% Of Total Portfolio,全体ポートフォリオの割合(%),
Amount for advance payment must be between one to two EMI amount,前払い金額はEMI金額の1～2倍の範囲でなければなりません,
Amount on which interest is calculated,利息が計算される金額,
Amount paid cannot be greater than available security deposit,支払い金額は利用可能な担保預り金を超えることはできません,
Amount paid cannot be greater than payable amount,支払い金額は支払い予定額を超えることはできません,
Amount paid cannot be less than payable amount for loan closure,ローン終了の場合、支払い金額は支払い予定額を下回ることはできません,
Amount paid cannot be zero,支払い金額はゼロにできません,
Amounts,金額,
Another Loan Restructure is already initiated for this Loan,このローンに対して別のローン再編が既に開始されています,
Applicant,申請者,
Applicant Details,申請者詳細,
Applicant Email,申請者メール,
Applicant Email Address,Applicant Email Address,
Applicant Mobile,申請者携帯番号,
Applicant Name,Applicant名,
Applicant Phone Number,申請者電話番号,
Applicant Type,申請者タイプ,
Applicant-Wise Loan Security Exposure,申請者別ローン担保エクスポージャー,
Approve,Approve,
Approved,承認済,
As on Date,基準日,
Available Amount,利用可能金額,
Available Limit,利用可能限度額,
Available Limit Amount,利用可能限度額,
Available Security Deposit,利用可能担保預り金,
Available Security Value,利用可能担保価値,
BPI,BPI,
BPI Amount Difference,BPI金額差異,
BPI Difference Date,BPI差異日,
BPI Recovery Method,BPI回収方法,
BPI difference entry,BPI差異エントリ,
Balance Amount,残高,
Balance Loan Amount,ローン残高,
Balance Overdue Principal,延滞元本残高,
Bank Account,銀行口座,
Base Amount,基本金額,
Bi-Weekly,隔週,
Both Fixed Deposit and Corporate Guarantee,定期預金と法人保証の両方,
Branch,Branch,
Branch Details,支店詳細,
Broken Period Interest,端数期間利息,
Broken Period Interest Days,端数期間利息日数,
Broken Period Interest Recovery Account,端数期間利息回収アカウント,
Bulk Repayment Log,一括返済ログ,
Cancel future EMI Demands,将来のEMI請求をキャンセル,
Cancellation Date,キャンセル日,
Cancelled,Cancelled,
Cannot close loan as there is an outstanding of {0},未払い残高{0}があるため、ローンを終了できません,
Cannot close this loan until full repayment,全額返済されるまでこのローンを終了できません,
Cannot create loan until application is approved,申し込みが承認されるまでローンを作成できません,
"Cannot make Advance or Pre Payments during moratorium period. (Moratorium End Date: {}, Posting Date: {})","据置期間中は前払いまたは繰り上げ返済はできません。（据置期間終了日: {}, 転記日: {}）",
Cannot un mark as NPA before watch period end date,経過観察期間終了日より前にNPAの解除はできません,
Capitalize,資本化,
Carry Forward,Carry Forward,
Centralized,一元管理,
Change Date,変更日,
Charge,Charge,
Charge Accounts,手数料アカウント,
Charge Amount,手数料金額,
Charge Based On,手数料算出基準,
Charge Code,手数料コード,
Charge Payment,手数料支払い,
Charge Type,手数料タイプ,
Charges,Charges,
Charges Capitalization,手数料の資本化,
Charges Overdue,延滞手数料,
Charges Treatment,手数料の取り扱い,
Charges Waiver,手数料免除,
City,City,
Classification Code,分類コード,
Classification Name,分類名,
Classification {0} added multiple times,分類{0}が複数回追加されています,
Classification {0} with security type {1} added multiple times,担保タイプ{1}の分類{0}が複数回追加されています,
Clear demand allocation before repost,再転記前に請求配分をクリアしてください,
Clearance Date,Clearance Date,
Close Loan,ローン終了,
Closed,Closed,
Closure Date,終了日,
Co Lender Schedule,共同貸主スケジュール,
Co Lending,共同融資,
Co-Applicants,共同申請者,
Co-Lender Schedule,共同貸主スケジュール,
Collection Offset Sequence,回収オフセット順序,
Collection Offset Sequence for Settlement Collection,清算回収のオフセット順序,
Collection Offset Sequence for Standard Asset,正常債権の回収オフセット順序,
Collection Offset Sequence for Sub Standard Asset,要注意債権の回収オフセット順序,
Collection Offset Sequence for Written Off Asset,償却債権の回収オフセット順序,
Collection Percentage,回収率,
Collection at partner's percentage,パートナー比率での回収,
Company,会社,
Company Collection Percentage,会社回収率,
Complete KYC,KYC完了,
Completed,完了,
Completed Tenure,完了済み期間,
Components,Components,
Connections,接続,
Corporate Guarantee Only,法人保証のみ,
Cost Center,コストセンター,
Cost center is mandatory for loans having rate of interest greater than 0,金利が0より大きいローンにはコストセンターが必須です,
Country,Country,
Create,Create,
Credit Account,貸方アカウント,
Credit Account is mandatory,貸方アカウントは必須です,
Credit Adjustment,貸方調整,
Credit Adjustment Amount,貸方調整金額,
Currency,Currency,
Current Disbursed Amount,現在の実行済み金額,
Current Principal Amount,現在の元本金額,
Current Restructure Count,現在の再編回数,
Current Value,Current Value,
Customer,顧客,
Customer Refund Account,顧客返金アカウント,
Customer Refund Account is mandatory,顧客返金アカウントは必須です,
Cyclic Day Of the Month,毎月の指定日,
Daily,日次,
Date,Date,
Day of every month on which the repayment date is considered,毎月の返済日として設定される日,
Days Past Due,延滞日数,
Days Past Due Log,延滞日数ログ,
Days Past Due Threshold for NPA,NPA判定の延滞日数しきい値,
Debit Adjustment,借方調整,
Debit Adjustment Amount,借方調整金額,
Decentralized,分散管理,
Delete GL Entries,仕訳エントリを削除,
Delinked,リンク解除済み,
Delinquent Available Limit,延滞利用可能限度額,
Delinquent In Process Limit,延滞処理中限度額,
Delinquent Limit,延滞限度額,
Delinquent Limit Amount,延滞限度額,
Delinquent Limit Percent,延滞限度率,
Delinquent Principal Outstanding,延滞未払い元本,
Delinquent Utilized Limit,延滞利用済み限度額,
Demand Amount,請求金額,
Demand Date,請求日,
Demand Generated,請求生成済み,
Demand Subtype,請求サブタイプ,
Demand Type,請求タイプ,
Department,Department,
Deposit Amount,預入金額,
Deposit Date,預入日,
Description,説明,
Details,詳細,
Disabled,無効,
Disbursed,実行済み,
Disbursed Amount,実行金額,
Disbursed Amount cannot be greater than {0},実行金額は{0}を超えることはできません,
Disbursed Amount: {0},実行金額: {0},
Disbursed amount cannot be zero,実行金額はゼロにできません,
Disbursement,実行,
Disbursement Account,実行アカウント,
Disbursement Date,実行日,
Disbursement Details,実行詳細,
Disbursement References,実行参照,
Disbursement against loan:,ローンに対する実行:,
Disbursement amount cannot be greater than available limit amount,実行金額は利用可能な限度額を超えることはできません,
Disbursement date is out of approved limit dates,実行日が承認された限度日の範囲外です,
Do you really want to close this loan,このローンを本当に終了しますか,
Do you really want to release this loan security assignment?,このローン担保割当を本当に解除しますか？,
Document Type,Document種類,
Documents,Documents,
Draft,下書き,
Due Date,Due Date,
EMI,EMI,
EMI (PMT) based,EMI（PMT）ベース,
EMI (Principal + Interest),EMI（元本＋利息）,
EMIs Paid,支払い済みEMI,
EMIs Raised,発行済みEMI,
Effective Date,発効日,
Employee,従業員,
Employee Loans,従業員ローン,
Employee Self Service,Employee Self Service,
Enable Partner Accounting,パートナー会計を有効化,
End of the current month,当月末,
Entries To Cancel,キャンセル対象エントリ,
Entries To Repost,再転記対象エントリ,
Event,イベント,
Excess Amount,超過金額,
Excess Amount Acceptance Limit,超過金額受入上限,
Excess Amount Paid,超過支払い金額,
Excess amount refund cannot be more than excess amount paid,超過返金額は超過支払い額を超えることはできません,
Excess amount repayment limit during loan closure,ローン終了時の超過返済額の上限,
FLDG,FLDG,
FLDG Account,FLDGアカウント,
FLDG Corporate Guarantee Percentage,FLDG法人保証率,
FLDG Fixed Deposit Percentage,FLDG定期預金率,
FLDG Limit Calculation Component,FLDG限度額計算要素,
FLDG Trigger DPD,FLDGトリガーDPD,
FLDG Trigger Date,FLDGトリガー日,
FLDG Triggered,FLDGトリガー済み,
Failed Repayment,返済失敗,
File,ファイル,
First Name,First名,
Fixed Amount,固定金額,
Fixed Deposit Only,定期預金のみ,
Flat Interest Rate,固定金利,
Flat Interest Rate loans can only have monthly and yearly repayment frequency,固定金利ローンは月次と年次の返済頻度のみ設定できます,
Flat Interest Rate loans cannot have 'Repay Fixed Amount per Period' repayment method,固定金利ローンには「期間あたりの固定返済額」返済方法を使用できません,
"For backdated process loan classification, a Loan account is mandatory.",遡及処理のローン分類には、ローンアカウントが必須です。,
Force Update DPD in Loan,ローンのDPDを強制更新,
Foreclosure Type,期限前返済タイプ,
Frappe Support,Frappeサポート,
Freeze Account,アカウント凍結,
Freeze Date,凍結日,
From Branch,移管元支店,
From Date,From Date,
Full Settlement,全額清算,
Future Cashflow Report,将来キャッシュフローレポート,
Grace Period in Days,猶予期間（日数）,
Haircut,ヘアカット,
Haircut %,ヘアカット率(%),
Haircut percentage is the percentage difference between market value of the Loan Security and the value ascribed to that Loan Security when used as collateral for that loan.,ヘアカット率は、ローン担保の市場価値と、そのローンの担保として使用される際に付与される価値との差を表す割合です。,
Ignore On Cancel Amount Update,キャンセル時の金額更新を無視,
In Process Limit,処理中限度額,
Income Account,Income Account,
"Incorrect repayment type, please write off the loan first",返済タイプが正しくありません。先にローンを償却してください,
Initiate,開始,
Initiated,開始済み,
Installments Overdue,延滞分割払い,
Interest,Interest,
Interest Accounts,利息アカウント,
Interest Accrued Account,利息見越アカウント,
Interest Adjustment,利息調整,
Interest Amount,Interest Amount,
Interest Amount is mandatory,利息金額は必須です,
Interest Capitalization,利息の資本化,
Interest Carry Forward,利息繰り越し,
Interest Income Account,Interest Income Account,
Interest Income Account is mandatory,利息収入アカウントは必須です,
Interest Overdue,延滞利息,
Interest Payable,支払利息,
Interest Rate (%),金利(%),
Interest Receivable Account,利息受取アカウント,
Interest Receivable Account is mandatory,利息受取アカウントは必須です,
Interest Treatment,利息の取り扱い,
Interest Type,利息タイプ,
Interest Waiver,利息免除,
Interest Waiver Account,利息免除アカウント,
Interest Waiver Account is mandatory,利息免除アカウントは必須です,
Interest Waiver Amount,利息免除金額,
Interest Waiver Amount cannot be greater than overdue interest,利息免除金額は延滞利息を超えることはできません,
Interest accrued from {0} to {1} against loan: {2},ローン{2}に対する{0}から{1}の利息見越,
Internal Foreclosure,内部期限前返済,
Invalid Loan Disbursement linked for payment,支払いに紐付けられた無効なローン実行,
Invoice Date,請求書日付,
Is Backdated,遡及処理,
Is Excess Amount Refund,超過金額返金,
Is NPA,NPA,
Is Secured Loan,有担保ローン,
Is Security Amount Refund,担保金額返金,
Is Settlement Write Off,清算償却,
Is Term Loan,期間ローン,
Is Write Off Waiver,償却免除,
Is Written Off,償却済み,
KYC Complete,KYC完了,
KYC Pending,KYC未完了,
Keyboard Shortcuts,キーボードショートカット,
Last Accrual Date,最終見越日,
Last Name,最終名,
Latest Price,最新価格,
Limit Amount,限度額,
Limit Applicable End,限度額適用終了,
Limit Applicable Start,限度額適用開始,
Limit Percent,限度率,
Limit Renewal,限度額更新,
Limits,限度額,
Line of Credit,クレジットライン,
Loan,Loan,
Loan ,ローン,
Loan  Details,ローン詳細,
Loan Account,Loan Account,
Loan Account and Payment Account cannot be same,ローンアカウントと支払アカウントは同一にできません,
Loan Account is mandatory,ローンアカウントは必須です,
Loan Accounts,ローンアカウント,
Loan Accrual Frequency not set for company {0},会社{0}のローン見越頻度が設定されていません,
Loan Accrual Frequency not set in the Company DocType.,会社DocTypeにローン見越頻度が設定されていません。,
Loan Accrual Repost,ローン見越再転記,
Loan Accrual Repost Detail,ローン見越再転記詳細,
Loan Adjustment,ローン調整,
Loan Adjustment Detail,ローン調整詳細,
Loan Amount,ローン金額,
Loan Amount Details,ローン金額詳細,
Loan Amount Percentage,ローン金額割合,
Loan Amount cannot exceed Maximum Loan Amount of {0},ローン金額は最大ローン金額{0}を超えることはできません,
Loan Amount exceeds maximum loan amount of {0} as per proposed securities,ローン金額は提案された担保に基づく最大ローン金額{0}を超えています,
Loan Amount is mandatory,ローン金額は必須です,
Loan Application,ローン申し込み,
Loan Application Document,ローン申し込み書類,
Loan Balance Adjustment,ローン残高調整,
Loan Booking,ローン成立,
Loan Category,ローンカテゴリ,
Loan Category Code,ローンカテゴリコード,
Loan Category Name,ローンカテゴリ名,
Loan Charge Reference,ローン手数料参照,
Loan Charges,ローン手数料,
Loan Classification,ローン分類,
Loan Classification Details,ローン分類詳細,
Loan Classification Range,ローン分類範囲,
Loan Closure,ローン終了,
Loan Closure Requested,ローン終了リクエスト済み,
Loan Co-Applicants,ローン共同申請者,
Loan Credit Limits,ローン信用限度額,
Loan Date,ローン日付,
Loan Demand,ローン請求,
Loan Demand Details,ローン請求詳細,
Loan Demand Offset Detail,ローン請求オフセット詳細,
Loan Demand Offset Order,ローン請求オフセット順序,
Loan Details,ローン詳細,
Loan Disbursement,ローン実行,
Loan Disbursement Charge,ローン実行手数料,
Loan Disbursement Charges,ローン実行手数料,
Loan Document Type,ローン文書タイプ,
Loan Freeze Log,ローン凍結ログ,
Loan IRAC Provisioning Configuration,ローンIRAC引当設定,
Loan Info,ローン情報,
Loan Interest Accrual,ローン利息見越,
Loan LOS User,ローンLOSユーザー,
Loan Limit Change Log,ローン限度額変更ログ,
Loan Management,ローン管理,
Loan Manager,ローンマネージャー,
Loan NPA Log,ローンNPAログ,
Loan Origination,ローンオリジネーション,
Loan Origination Settings,ローンオリジネーション設定,
Loan Outstanding Report,ローン未払いレポート,
Loan Partner,ローンパートナー,
Loan Partner Address,ローンパートナー住所,
Loan Partner Adhoc Charges Shared,ローンパートナーアドホック手数料分担,
Loan Partner Details,ローンパートナー詳細,
Loan Partner Interest Rate,ローンパートナー金利,
Loan Partner Payment Ratio,ローンパートナー支払い比率,
Loan Partner Rate Of Interest,ローンパートナー金利,
Loan Partner Repayment Schedule Type,ローンパートナー返済スケジュールタイプ,
Loan Partner Share Details,ローンパートナー分担詳細,
Loan Partner Share Percentage,ローンパートナー分担率,
Loan Partner Shareable,ローンパートナー分担対象,
Loan Partners,ローンパートナー,
Loan Product,Loan Product,
Loan Product Loan Partner,ローン商品ローンパートナー,
Loan Refund,ローン返金,
Loan Repayment,Loan Repayment,
Loan Repayment Charges,ローン返済手数料,
Loan Repayment Detail,ローン返済詳細,
Loan Repayment Entries,ローン返済エントリ,
Loan Repayment Repost,ローン返済再転記,
Loan Repayment Repost Cancel Detail,ローン返済再転記キャンセル詳細,
Loan Repayment Repost Detail,ローン返済再転記詳細,
Loan Repayment Schedule,ローン返済スケジュール,
Loan Repayment Schedule Detail,ローン返済スケジュール詳細,
Loan Repayment Type,ローン返済タイプ,
Loan Repayment and Closure,ローン返済と終了,
Loan Restructure,ローン再編,
Loan Restructure Count,ローン再編回数,
Loan Restructure Details,ローン再編詳細,
Loan Restructure Limit Log,ローン再編限度ログ,
Loan Restructure is in process. Cannot make any loan adjustment,ローン再編が処理中です。ローン調整を行うことはできません,
Loan Securities with different LTV ratio cannot be pledged against one loan,異なるLTV比率のローン担保を1つのローンに対して質権設定することはできません,
Loan Securities worth {0} needed more to book the loan,ローンの成立にはさらに{0}相当のローン担保が必要です,
Loan Security,ローン担保,
Loan Security Assignment,ローン担保割当,
Loan Security Assignment Created : {0},ローン担保割当が作成されました: {0},
Loan Security Assignment can only be created for secured loans,ローン担保割当は有担保ローンのみ作成できます,
Loan Security Code,ローン担保コード,
Loan Security Deposit,ローン担保預り金,
Loan Security Details,ローン担保詳細,
Loan Security Exposure,ローン担保エクスポージャー,
Loan Security Name,ローン担保名,
Loan Security Price,ローン担保価格,
Loan Security Price overlapping with {0},ローン担保価格が{0}と重複しています,
Loan Security Release,ローン担保解除,
Loan Security Release Error,ローン担保解除エラー,
Loan Security Shortfall,ローン担保不足,
Loan Security Status,ローン担保ステータス,
Loan Security Type,ローン担保タイプ,
Loan Security Value,ローン担保価値,
Loan Security Value after unpledge is {0},質権解除後のローン担保価値は{0}です,
Loan Security {0} added multiple times,ローン担保{0}が複数回追加されています,
Loan To Security Value ratio must always be {0},ローン対担保価値比率は常に{0}でなければなりません,
Loan To Value Ratio,ローン対担保価値比率,
Loan To Value Ratio expresses the ratio of the loan amount to the value of the security pledged. A loan security shortfall will be triggered if this falls below the specified value for any loan ,ローン・トゥ・バリュー・レシオは、質権設定された証券の価値に対するローン金額の比率を表します。これがいずれかのローンの指定された値を下回ると、ローンのセキュリティ不足がトリガーされます,
Loan To Value ratio breach,ローン対担保価値比率の違反,
Loan Transfer,ローン移管,
Loan Transfer Detail,ローン移管詳細,
Loan Write Off,ローン償却,
Loan Write Off will be automatically created on loan closure request if pending amount is below this limit,ローン償却は、未払い額がこの上限を下回る場合、ローン終了リクエスト時に自動的に作成されます,
Loan amount cannot be greater than {0},ローン金額は{0}を超えることはできません,
Loan amount is mandatory,ローン金額は必須です,
Loan is a Non Performing Asset,ローンは不良債権（NPA）です,
Loan {0} closed,ローン{0}が終了しました,
Loans,ローン,
Loans will be marked as NPA when the days past due count exceed this threshold,延滞日数がこのしきい値を超えると、ローンは不良債権（NPA）としてマークされます,
Location,場所,
Log out,ログアウト,
Manual Foreclosure,手動期限前返済,
Manual NPA,手動NPA,
Manual Remarks,手動備考,
Manually marked as NPA,手動でNPAとしてマーク済み,
Maturity Date,満期日,
Max DPD Range,最大DPD範囲,
Maximum Limit Amount,最大限度額,
Maximum Loan Amount,最大ローン金額,
Maximum Loan Value,最大ローン価値,
Member,メンバー,
Min DPD Range,最小DPD範囲,
Minimum Partner Loan Amount Percentage,最小パートナーローン金額割合,
Minimum days between Disbursement date and first Repayment date,実行日と最初の返済日の最小日数,
Misc,その他,
Mode Of Payment,Mode Of Payment,
Monthly,月次,
Monthly Repayment Amount,月次返済額,
Monthly Repayment Amount cannot be greater than Loan Amount,月次返済額はローン金額を超えることはできません,
Monthly as per cycle date,サイクル日に基づく月次,
Monthly as per repayment start date,返済開始日に基づく月次,
Moratorium Details,据置詳細,
Moratorium End Date,据置期間終了日,
Moratorium Tenure,据置期間,
Moratorium Type,据置タイプ,
More Information,詳細情報,
NPA,NPA（不良債権）,
NPA Date,NPA日,
New Loan Amount,新規ローン金額,
New Monthly Repayment Amount,新規月次返済額,
New Rate Of Interest,新規金利,
New Repayment Method,新規返済方法,
New Repayment Period in Months,新規返済期間（月数）,
New Repayment Start Date,新規返済開始日,
New maximum limit amount cannot be lesser than the utilized limit amount,新しい最大限度額は利用済み限度額を下回ることはできません,
No excess amount pending for refund,返金対象の超過金額はありません,
No loans found for this applicant or branch,この申請者または支店のローンは見つかりません,
No valid Loan Security Price found for {0},{0}の有効なローン担保価格が見つかりません,
No. of days from due date until which penalty won't be charged in case of delay in loan repayment,ローン返済遅延の場合、期日から延滞利息が課されるまでの猶予日数,
Normal,通常,
Normal Interest,通常利息,
Normal Interest Journal Entry,通常利息仕訳エントリ,
Normal Limit,通常限度額,
Normal Repayment,通常返済,
Normal Restructure,通常再編,
Number Of Days,日数,
Old EMI,旧EMI,
Old Loan Amount,旧ローン金額,
Old Rate of Interest,旧金利,
Old Repayment Frequency,旧返済頻度,
Old Tenure,旧期間,
One Time,一回限り,
Only submitted unpledge requests can be approved,提出済みの質権解除リクエストのみ承認できます,
Open,未処理,
Organization Type,組織タイプ,
Original Security Value,当初担保価値,
Other Charges Waiver,その他費用免除,
Other Charges Waiver cannot be greater than overdue charges,その他費用の免除は延滞費用を超えることはできません,
Other Details,その他詳細,
Outdated,期限切れ,
Outstanding Amount,Outstanding Amount,
Outstanding Principal,未払い元本,
Outstanding Principal & Interest Accrued,未払い元本と見越利息,
Overdue Amount,延滞金額,
Own Ratio,自社比率,
POS reduction plus interest at partner ROI,POS削減とパートナーROIでの利息,
Paid Amount,Paid Amount,
Partial Payment Mechanism,部分支払いメカニズム,
Partial Settlement,部分清算,
Partially Disbursed,一部実行済み,
Particulars,Particulars,
Partner Base Interest Rate,パートナー基本金利,
Partner Code,パートナーコード,
Partner Collection Percentage,パートナー回収率,
Partner Interest Share,パートナー利息分担,
Partner Interest Share is mandatory,パートナー利息分担は必須です,
Partner Loan Amount Percentage,パートナーローン金額割合,
Partner Loan Share Percentage,パートナーローン分担率,
Partner Monthly Repayment Amount,パートナー月次返済額,
Partner Name,パートナー名,
Partner Percentage,パートナー率,
Partner Ratio,パートナー比率,
Partner Repayment Schedule Type,パートナー返済スケジュールタイプ,
Partner Share,パートナー分担,
Partner Share Allocated,パートナー分担配分済み,
Past Cashflow Report,過去のキャッシュフローレポート,
Payable Account,Payable Account,
Payable Account is mandatory,支払アカウントは必須です,
Payable Amount,支払い予定額,
Payable Charges,支払い手数料,
Payable Charges can only be added if Charge Payment,手数料支払いの場合のみ支払い手数料を追加できます,
Payable Principal Amount,支払い予定元本金額,
Payment Account,Payment Account,
Payment Account is mandatory,Payment Accountは必須です,
Payment Date,支払日,
Payment Details,支払い詳細,
Payment Reference,支払い参照,
Payment References,支払い参照,
Payment Type,支払いタイプ,
Payroll Payable Account,Payroll Payable Account,
Penal Interest,延滞利息,
Penal Interest Waiver,延滞利息免除,
Penal Treatment,延滞処理,
Penalty,ペナルティ,
Penalty Accrued Account,ペナルティ見越アカウント,
Penalty Amount,ペナルティ金額,
Penalty Capitalization,ペナルティの資本化,
Penalty Charges Accounts,ペナルティ手数料アカウント,
Penalty Charges Rate,ペナルティ手数料率,
Penalty Income Account,ペナルティ収入アカウント,
Penalty Income Account is mandatory,ペナルティ収入アカウントは必須です,
Penalty Interest Rate (%),延滞利息率(%),
Penalty Overdue,延滞ペナルティ,
Penalty Receivable Account,ペナルティ受取アカウント,
Penalty Receivable Account is mandatory,ペナルティ受取アカウントは必須です,
Penalty Suspense Account,ペナルティ仮勘定,
Penalty Waiver,ペナルティ免除,
Penalty Waiver Account,ペナルティ免除アカウント,
Penalty Waiver cannot be greater than overdue penalty interest,延滞利息免除は延滞ペナルティ利息を超えることはできません,
Pending,保留中,
Pending Charge Amount,未払い手数料金額,
Pending Principal Amount,未払い元本金額,
Pending Principal: {0},未払い元本: {0},
Pending principal amount for loan {0} is {1},ローン{0}の未払い元本金額は{1}です,
Percentage,パーセンテージ,
Please add customer refund account in Loan Product,ローン商品に顧客返金アカウントを追加してください,
Please add partner FLGD Account for Loan Partner {0},ローンパートナー{0}のパートナーFLDGアカウントを追加してください,
Please add partner Payable Account for Loan Partner {0},ローンパートナー{0}のパートナー支払アカウントを追加してください,
Please enter Repayment Periods,返済期間を入力してください,
Please enter monthly repayment amount,月次返済額を入力してください,
Please enter repayment Amount,返済額を入力してください,
Please select Applicant Type first,最初に申請者タイプを選択してください,
Please select As on Date.,基準日を選択してください。,
Please select Company.,会社を選択してください。,
Please select Loan Disbursement for Line of Credit repayment,クレジットライン返済のローン実行を選択してください,
Please select Loan Product for company {0},会社{0}のローン商品を選択してください,
Please select a date.,a dateを選択してください,
Please set Additional Interest Accrued Account in Loan Product {0},ローン商品{0}に追加利息見越アカウントを設定してください,
Please set Additional Interest Income Account in Loan Product {0},ローン商品{0}に追加利息収入アカウントを設定してください,
Please set Broken Period Interest Recovery Account for the Loan Product {0},ローン商品{0}の端数期間利息回収アカウントを設定してください,
Please set Customer Refund Account in Loan Product {0},ローン商品{0}に顧客返金アカウントを設定してください,
Please set Interest Accrued Account in Loan Product {0},ローン商品{0}に利息見越アカウントを設定してください,
Please set Interest Income Account in Loan Product {0},ローン商品{0}に利息収入アカウントを設定してください,
Please set Payroll Payable Account in Loan Repayment,ローン返済に給与支払アカウントを設定してください,
Please set Penalty Accrued Account in Loan Product {0},ローン商品{0}にペナルティ見越アカウントを設定してください,
Please set Penalty Income Account in Loan Product {0},ローン商品{0}にペナルティ収入アカウントを設定してください,
Please set Write Off Recovery Account in Loan Product {0},ローン商品{0}に償却回収アカウントを設定してください,
Please set up Branch as an Accounting Dimension before transferring loans between branches.,支店間のローン移管の前に、支店を会計ディメンションとして設定してください。,
Please set {0} Accrual Account in Loan Product {1},ローン商品{1}に{0}見越アカウントを設定してください,
Please set {0} Receivable Account in Loan Product {1},ローン商品{1}に{0}受取アカウントを設定してください,
Please set {0} in either Company or Loan Product,会社またはローン商品に{0}を設定してください,
Pledge,質権設定,
Pledge Requested,質権設定リクエスト済み,
Pledge Status,質権設定ステータス,
Pledge Time,質権設定日時,
Pledged,質権設定済み,
Pledged Applicant Count,質権設定済み申請者数,
Post Haircut Amount,ヘアカット後金額,
Posting Date,Posting Date,
Posting Date (End Date),転記日（終了日）,
Pre Payment,繰り上げ返済,
Pre Payment Charges,繰り上げ返済手数料,
Pre Restructure DPD,再編前DPD,
Pre Restructure Details,再編前詳細,
Prepayment Charges,繰り上げ返済手数料,
Price Valid Upto,価格有効期限,
Primary,メイン,
Primary Address,Primary Address,
Primary Applicant Address Details,主申請者住所詳細,
Primary Applicant Contact Info,主申請者連絡先情報,
Primary Applicant Details,主申請者詳細,
Principal,元本,
Principal Adjusted,調整済み元本,
Principal Adjustment,元本調整,
Principal Amount,Principal Amount,
Principal Amount Paid,支払い済み元本金額,
Principal Capitalization,元本の資本化,
Principal Outstanding,未払い元本,
Principal Overdue,延滞元本,
Pro-rated calendar months,日割り計算月,
Process Loan Classification,ローン分類処理,
Process Loan Demand,ローン請求処理,
Process Loan Interest Accrual,ローン利息見越処理,
Process Loan Restructure Limit,ローン再編限度処理,
Process Loan Security Shortfall,ローン担保不足処理,
Process Payroll Accounting Entry based on Employee,Process Payroll Accounting Entry based on Employee,
Product Code,商品コード,
Product Name,商品名,
Proposed Pledge,担保提案,
Proposed Pledges,担保提案,
Proposed Pledges are mandatory for secured Loans,有担保ローンには担保提案が必須です,
Provision Rate,引当率,
Qty is mandatory for loan security!,ローン担保の数量は必須です！,
Qty or Amount is mandatroy for loan security,ローン担保の数量または金額は必須です,
Quantity,数量,
Quarterly,Quarterly,
Rate Of Interest,金利,
Rate of Interest,金利,
Rate of Interest (%) / Year,年利(%),
Rate of Interest (%) Yearly,年利(%),
Ratio,Ratio,
Reason,理由,
Reason For Freezing,凍結理由,
Reason for Restructure,再編理由,
